"end_lat","end_lng","number_of_members","number_of_casuals","number_of_electric","number_of_classic","number_of_docked","total"
41.984044,-87.652281,0,746,0,0,746,746
41.9840441151921,-87.6522812247276,7790,5802,4890,8702,0,13592
41.9840446107,-87.6602738295,5847,2491,4115,4223,0,8338
41.984045,-87.660274,0,166,0,0,166,166
41.98974251144,-87.6601406209,5467,2882,3727,4622,0,8349
41.989743,-87.660141,0,328,0,0,328,328
41.99,-87.86,0,1,1,0,0,1
41.99,-87.82,7,0,7,0,0,7
41.99,-87.8,3,0,3,0,0,3
41.99,-87.79,0,1,1,0,0,1
41.99,-87.78,2,5,7,0,0,7
41.99,-87.77,1,0,1,0,0,1
41.99,-87.76,2,3,5,0,0,5
41.99,-87.75,1,1,2,0,0,2
41.99,-87.73,4,16,20,0,0,20
41.99,-87.72,9,16,25,0,0,25
41.99,-87.71,511,500,1011,0,0,1011
41.99,-87.7,534,488,1022,0,0,1022
41.99,-87.69,241,339,580,0,0,580
41.99,-87.68,346,114,460,0,0,460
41.99,-87.67,1299,658,1957,0,0,1957
41.99,-87.66,1628,768,2395,1,0,2396
41.99,-87.65,324,303,627,0,0,627
41.990236,-87.69337,0,55,0,0,55,55
41.99023602867,-87.6933696402,485,363,323,525,0,848
41.99086,-87.669724,0,120,0,0,120,120
41.9908604481256,-87.6697236299515,2601,1398,1797,2202,0,3999
41.9908973333333,-87.6689555,0,1,1,0,0,1
41.991178,-87.683593,728,465,679,476,38,1193
41.994161,-87.689438,0,99,0,0,99,99
41.99416136902,-87.689438282,1040,568,802,806,0,1608
41.9947796884,-87.6602845349,5287,2794,3574,4507,0,8081
41.99478,-87.660285,0,415,0,0,415,415
41.999238,-87.6712813333333,0,1,1,0,0,1
41.9992465,-87.6714231666667,0,1,1,0,0,1
41.99925182186,-87.6713773393,2583,1221,2025,1779,0,3804
41.999252,-87.671377,0,73,0,0,73,73
42,-87.83,17,0,17,0,0,17
42,-87.82,11,3,14,0,0,14
42,-87.81,3,5,8,0,0,8
42,-87.79,1,7,8,0,0,8
42,-87.77,1,0,1,0,0,1
42,-87.76,1,2,3,0,0,3
42,-87.75,0,1,1,0,0,1
42,-87.74,1,1,2,0,0,2
42,-87.73,2,2,4,0,0,4
42,-87.72,13,13,26,0,0,26
42,-87.71,224,133,357,0,0,357
42,-87.7,534,428,962,0,0,962
42,-87.69,386,222,608,0,0,608
42,-87.68,345,162,507,0,0,507
42,-87.67,678,524,1202,0,0,1202
42,-87.66,706,474,1179,1,0,1180
42,-87.65,19,14,33,0,0,33
42.00104377979,-87.6611982433,3093,2041,2363,2771,0,5134
42.001044,-87.661198,0,214,0,0,214,214
42.0011795,-87.661348,1,0,1,0,0,1
42.001785,-87.688829,803,634,556,752,129,1437
42.00445062934,-87.6724024047,1927,943,1674,1196,0,2870
42.004451,-87.672402,0,62,0,0,62,62
42.00454962194,-87.6806661451,786,424,769,441,0,1210
42.00455,-87.680666,0,47,0,0,47,47
42.004583,-87.661406,2723,1451,2042,1980,152,4174
42.00797192287,-87.6655023944,3541,1694,2681,2554,0,5235
42.007972,-87.665502,0,134,0,0,134,134
42.008585,-87.6904613333333,0,1,1,0,0,1
42.008594,-87.690492,0,69,0,0,69,69
42.0085943972,-87.6904922389,1326,501,907,920,0,1827
42.009011,-87.674112,0,82,0,0,82,82
42.0090111805808,-87.6741117238998,2628,1141,2285,1484,0,3769
42.01,-87.83,1,0,1,0,0,1
42.01,-87.82,0,1,1,0,0,1
42.01,-87.81,0,2,2,0,0,2
42.01,-87.8,1,0,1,0,0,1
42.01,-87.78,0,1,1,0,0,1
42.01,-87.77,0,4,4,0,0,4
42.01,-87.76,1,2,3,0,0,3
42.01,-87.75,1,1,2,0,0,2
42.01,-87.74,2,4,6,0,0,6
42.01,-87.73,3,0,3,0,0,3
42.01,-87.72,9,16,25,0,0,25
42.01,-87.71,169,222,391,0,0,391
42.01,-87.7,265,288,553,0,0,553
42.01,-87.69,337,209,545,1,0,546
42.01,-87.68,320,311,631,0,0,631
42.01,-87.67,537,459,994,2,0,996
42.01,-87.66,445,224,669,0,0,669
42.01058656284,-87.6624120948,1246,921,949,1218,0,2167
42.010587,-87.662412,0,191,0,0,191,191
42.012132,-87.682913,0,29,0,0,29,29
42.01213227742,-87.6829126443,473,384,443,414,0,857
42.012342,-87.688243,418,336,362,363,29,754
42.01256,-87.674367,0,70,0,0,70,70
42.01256011541,-87.6743671152,614,516,585,545,0,1130
42.012701,-87.666058,1654,672,755,1499,72,2326
42.015962,-87.66857,2641,1191,1570,2192,70,3832
42.015963,-87.675005,866,320,455,698,33,1186
42.016977,-87.677725,403,200,407,180,16,603
42.018901,-87.690048,914,528,719,696,27,1442
42.019159,-87.673573,1995,950,1311,1585,49,2945
42.0192025019323,-87.6643028855324,353,185,278,260,0,538
42.019203,-87.664303,0,4,0,0,4,4
42.019276,-87.68452,528,327,421,407,27,855
42.019537,-87.669563,739,298,468,543,26,1037
42.02,-87.83,0,2,2,0,0,2
42.02,-87.75,0,3,3,0,0,3
42.02,-87.73,0,1,1,0,0,1
42.02,-87.72,0,7,7,0,0,7
42.02,-87.71,228,104,332,0,0,332
42.02,-87.7,50,84,134,0,0,134
42.02,-87.69,211,167,378,0,0,378
42.02,-87.68,277,192,468,1,0,469
42.02,-87.67,258,212,468,2,0,470
42.02,-87.66,40,25,65,0,0,65
42.020887,-87.665058,0,95,0,0,95,95
42.0208872805206,-87.6650579273701,1129,630,797,962,0,1759
42.023463,-87.699595,235,338,230,319,24,573
42.023685217,-87.69962728,0,1,1,0,0,1
42.025784,-87.684107,882,457,799,513,27,1339
42.03,-87.75,0,3,3,0,0,3
42.03,-87.73,1,2,3,0,0,3
42.03,-87.72,0,3,3,0,0,3
42.03,-87.71,53,41,94,0,0,94
42.03,-87.7,75,71,146,0,0,146
42.03,-87.69,130,35,165,0,0,165
42.03,-87.68,177,102,279,0,0,279
42.03,-87.67,49,30,79,0,0,79
42.032562,-87.679101,2125,1556,1884,1640,157,3681
42.0346318516159,-87.6991876959801,413,243,364,292,0,656
42.034632,-87.699188,0,39,0,0,39,39
42.034831166,-87.699165225,1,0,1,0,0,1
42.039742,-87.699413,526,449,556,392,27,975
42.04,-87.73,0,1,1,0,0,1
42.04,-87.72,1,4,5,0,0,5
42.04,-87.71,5,24,29,0,0,29
42.04,-87.7,64,38,102,0,0,102
42.04,-87.69,34,29,63,0,0,63
42.04,-87.68,350,170,520,0,0,520
42.04,-87.67,36,33,69,0,0,69
42.048059,-87.6834246666667,0,1,1,0,0,1
42.048188567,-87.68320787,0,1,1,0,0,1
42.048214,-87.683485,3814,2518,3035,3053,244,6332
42.04821527,-87.683526397,0,1,1,0,0,1
42.048308,-87.698224,716,451,606,536,25,1167
42.05,-87.75,0,3,3,0,0,3
42.05,-87.71,52,17,69,0,0,69
42.05,-87.7,22,49,71,0,0,71
42.05,-87.69,111,99,210,0,0,210
42.05,-87.68,701,675,1374,2,0,1376
42.05,-87.67,121,111,224,8,0,232
42.050491,-87.677821,2702,2809,1920,3282,309,5511
42.0504986666667,-87.677812,0,1,1,0,0,1
42.052939,-87.673447,2216,1467,1276,2240,167,3683
42.057044,-87.686554,752,624,578,740,58,1376
42.058239,-87.677432,3914,2840,2608,3931,215,6754
42.06,-87.76,1,0,1,0,0,1
42.06,-87.75,2,2,4,0,0,4
42.06,-87.74,1,0,1,0,0,1
42.06,-87.73,20,30,50,0,0,50
42.06,-87.72,12,18,30,0,0,30
42.06,-87.71,60,13,73,0,0,73
42.06,-87.7,62,58,120,0,0,120
42.06,-87.69,61,62,123,0,0,123
42.06,-87.68,361,328,688,1,0,689
42.06,-87.67,309,197,506,0,0,506
42.063598,-87.69873,823,625,771,615,62,1448
42.064313,-87.686152,874,496,549,753,68,1370
42.064854,-87.715297,369,356,299,391,35,725
42.07,-87.73,3,1,4,0,0,4
42.07,-87.72,1,6,7,0,0,7
42.07,-87.71,7,4,11,0,0,11
42.07,-87.7,21,30,51,0,0,51
42.07,-87.69,52,26,78,0,0,78
42.07,-87.68,24,29,53,0,0,53
42.08,-87.76,1,0,1,0,0,1
42.08,-87.71,1,4,5,0,0,5
42.08,-87.7,1,0,1,0,0,1
42.08,-87.69,1,12,13,0,0,13
42.08,-87.68,2,6,8,0,0,8
42.09,-87.87,0,1,1,0,0,1
42.11,-87.83,0,1,1,0,0,1
42.11,-87.74,0,1,1,0,0,1
42.11,-87.73,0,1,1,0,0,1
42.12,-87.74,1,0,1,0,0,1
42.19,-87.8,0,2,2,0,0,2
42.37,-87.83,1,0,1,0,0,1
