"end_lat","end_lng","number_of_members","number_of_casuals","number_of_electric","number_of_classic","number_of_docked","total"
41.8817263333333,-87.6484043333333,0,1,1,0,0,1
41.881800413,-87.64078784,0,1,1,0,0,1
41.881827,-87.648832,0,1,0,0,1,1
41.8818273765714,-87.6488319039345,389,106,167,328,0,495
41.881859,-87.649264,0,28,0,0,28,28
41.8818593280382,-87.6492637395859,3073,655,1917,1811,0,3728
41.8818798,-87.6489482,2,0,2,0,0,2
41.881892,-87.648789,14492,7437,9488,12055,386,21929
41.8818988333333,-87.648521,1,0,1,0,0,1
41.8819955,-87.6254596666667,0,1,1,0,0,1
41.882091,-87.639833,9149,3370,5167,7046,306,12519
41.882134,-87.625125,6615,5068,4831,6163,689,11683
41.882242,-87.641066,14839,5510,8472,11570,307,20349
41.882409,-87.639767,2772,731,1615,1888,0,3503
41.882567167,-87.641298413,0,1,1,0,0,1
41.882583,-87.6415106666667,0,1,1,0,0,1
41.882664,-87.63253,7458,2903,5006,5142,213,10361
41.8827519656856,-87.641190290451,8548,2013,5616,4945,0,10561
41.882752,-87.64119,0,75,0,0,75,75
41.882760763,-87.641311526,0,1,1,0,0,1
41.8828198615511,-87.6395916938782,1221,404,732,893,0,1625
41.88282,-87.639592,0,88,0,0,88,88
41.88283,-87.661206,6078,3433,4319,5076,116,9511
41.8828595,-87.6612845,1,0,1,0,0,1
41.883073,-87.656952,4194,1867,2705,3257,99,6061
41.8830878333333,-87.6318851666667,0,1,1,0,0,1
41.883143,-87.637242,0,171,0,0,171,171
41.8831433643902,-87.6372420787811,8292,2703,5637,5358,0,10995
41.883165,-87.6511,7263,3170,4549,5744,140,10433
41.883181,-87.648725,0,230,0,0,230,230
41.8831813059739,-87.6487246155739,5715,3803,4104,5414,0,9518
41.8832953333333,-87.6509798333333,1,0,1,0,0,1
41.88338,-87.64117,25451,5543,14538,16123,333,30994
41.8834228333333,-87.6508123333333,1,0,1,0,0,1
41.883457661,-87.641469121,1,0,1,0,0,1
41.883543491,-87.648580909,0,1,1,0,0,1
41.8835973333333,-87.6486845,0,1,1,0,0,1
41.8836016572752,-87.6486267149448,6512,5571,5110,6973,0,12083
41.883602,-87.648627,0,267,0,0,267,267
41.883610129,-87.648707747,1,0,1,0,0,1
41.8836876666667,-87.6488505,0,1,1,0,0,1
41.8838191666667,-87.6245938333333,0,1,1,0,0,1
41.8838238333333,-87.6246181666667,1,0,1,0,0,1
41.8838733333333,-87.6484086666667,0,1,1,0,0,1
41.883984,-87.624684,0,2026,0,0,2026,2026
41.8839840647265,-87.6246839761734,14791,10050,9513,15328,0,24841
41.8840133333333,-87.6243873333333,1,0,1,0,0,1
41.8840343333333,-87.624372,0,1,1,0,0,1
41.884069,-87.656853,4262,2159,2733,3591,97,6421
41.884114,-87.654264,8717,4187,5892,6761,251,12904
41.8841605,-87.6542803333333,0,1,1,0,0,1
41.884241,-87.629634,12716,4814,6791,10347,392,17530
41.884348631,-87.62940681,0,1,1,0,0,1
41.884420276,-87.632022619,1,0,1,0,0,1
41.8844261666667,-87.6241783333333,1,0,1,0,0,1
41.88444674,-87.640219569,1,0,1,0,0,1
41.88445395657,-87.6962981368,538,412,634,316,0,950
41.884454,-87.696298,0,44,0,0,44,44
41.884491,-87.627872,1,0,1,0,0,1
41.884545326,-87.627962351,0,1,1,0,0,1
41.884576,-87.63189,0,392,0,0,392,392
41.884576228,-87.63188991,12491,3861,6574,9778,0,16352
41.884599805,-87.631832123,1,0,1,0,0,1
41.884603,-87.706304,0,34,0,0,34,34
41.88460328501,-87.7063037436,645,366,733,278,0,1011
41.884616,-87.644571,0,233,0,0,233,233
41.88461618962,-87.6445705849,8196,3905,5564,6537,0,12101
41.884621,-87.627834,0,1060,0,0,1060,1060
41.8846210725794,-87.6278342306614,12455,7458,8131,11782,0,19913
41.8846421666667,-87.6273436666667,0,1,1,0,0,1
41.884723,-87.6276676666667,0,1,1,0,0,1
41.884728,-87.619521,11391,6415,8141,8805,860,17806
41.8848876666667,-87.6276456666667,0,1,1,0,0,1
41.8853633333333,-87.6413523333333,0,1,1,0,0,1
41.885409,-87.726491,58,140,119,70,9,198
41.8854643333333,-87.6424551666667,0,1,1,0,0,1
41.885485768,-87.652360439,1,0,1,0,0,1
41.8854917062691,-87.6522892713547,4216,2583,2725,4074,0,6799
41.885492,-87.652289,0,163,0,0,163,163
41.885502,-87.716866,434,566,551,386,63,1000
41.8855188333333,-87.6426346666667,0,1,1,0,0,1
41.8855203333333,-87.6523488333333,1,0,1,0,0,1
41.885637,-87.641823,15650,5163,9135,11432,246,20813
41.8856375,-87.6243081666667,0,1,1,0,0,1
41.8857368333333,-87.624602,0,1,1,0,0,1
41.885779,-87.651025,0,551,0,0,551,551
41.8857792524043,-87.6510246098041,13054,7650,8316,12388,0,20704
41.885837,-87.6355,12184,5145,8449,8573,307,17329
41.8858853333333,-87.6248416666667,1,0,1,0,0,1
41.88592,-87.66717,3076,2594,2679,2862,129,5670
41.885928,-87.73541,25,65,56,31,3,90
41.885951,-87.677009,2282,1591,2119,1681,73,3873
41.8859893333333,-87.6510208333333,0,1,1,0,0,1
41.88602082773,-87.6308760584,11296,5210,6949,9557,0,16506
41.886021,-87.630876,0,598,0,0,598,598
41.886022,-87.624398,1291,373,702,962,0,1664
41.886024,-87.624117,12846,9954,8367,12797,1636,22800
41.886026,-87.624377,0,55,0,0,55,55
41.8861213333333,-87.6233413333333,0,1,1,0,0,1
41.886247873,-87.624516845,0,1,1,0,0,1
41.886349,-87.617517,0,579,0,0,579,579
41.88634906269,-87.6175165471,7871,5207,6628,6450,0,13078
41.886616,-87.65804,0,85,0,0,85,85
41.8866164860277,-87.6580399274826,3471,1474,2462,2483,0,4945
41.8867107731844,-87.6596572995186,1856,626,1490,992,0,2482
41.886711,-87.659657,0,6,0,0,6,6
41.886835,-87.62232,7631,4664,6038,5727,530,12295
41.886841,-87.745261,41,221,181,72,9,262
41.886861801,-87.626065612,0,1,1,0,0,1
41.886875,-87.62603,6250,7590,5308,7191,1341,13840
41.8868796666667,-87.6127846666667,0,1,1,0,0,1
41.88691,-87.6127736666667,0,1,1,0,0,1
41.8869191666667,-87.6127891666667,0,1,1,0,0,1
41.886919618,-87.625962615,0,1,1,0,0,1
41.8869208333333,-87.6127908333333,0,1,1,0,0,1
41.886976,-87.612813,6107,13854,6306,11064,2591,19961
41.887102842,-87.612841249,0,1,1,0,0,1
41.88711679,-87.61283493,0,1,1,0,0,1
41.8871363333333,-87.6128131666667,0,1,1,0,0,1
41.887318,-87.6268783333333,0,1,1,0,0,1
41.887664,-87.765469,110,166,151,114,11,276
41.887832,-87.755527,79,114,137,51,5,193
41.887919,-87.774446,3,11,7,7,0,14
41.8879437942721,-87.774273455143,206,245,287,164,0,451
41.887944,-87.774273,0,25,0,0,25,25
41.888059607176,-87.7742654085159,25,15,23,17,0,40
41.88806,-87.774265,0,4,0,0,4,4
41.888243,-87.63639,14007,4766,9294,9236,243,18773
41.888716,-87.644448,0,250,0,0,250,250
41.888716036,-87.6444478533,15628,6171,9704,12095,0,21799
41.888720989,-87.627439857,0,1,1,0,0,1
41.8887991666667,-87.6271006666667,0,1,1,0,0,1
41.8889575,-87.6445025,1,0,1,0,0,1
41.8891111666667,-87.6386543333333,0,1,1,0,0,1
41.88917683258,-87.6385057718,28827,8087,15596,21318,0,36914
41.889177,-87.638506,0,340,0,0,340,340
41.889187,-87.627754,2164,820,1170,1688,126,2984
41.8892938333333,-87.6385186666667,0,1,1,0,0,1
41.889375,-87.627077,0,614,0,0,614,614
41.8893754666317,-87.6270765066147,9697,4933,6667,7963,0,14630
41.88949181977,-87.6882193648,1809,736,1553,992,0,2545
41.889492,-87.688219,0,52,0,0,52,52
41.8894963333333,-87.68807,1,0,1,0,0,1
41.8895,-87.688257,505,79,370,214,0,584
41.8895333333333,-87.6880566666667,0,1,1,0,0,1
41.8897049264408,-87.6878660917282,467,152,396,223,0,619
41.889705,-87.687866,0,6,0,0,6,6
41.88979,-87.634226,0,1,1,0,0,1
41.889899,-87.671473,3105,1729,2178,2596,60,4834
41.889906,-87.634266,18321,8343,11784,14466,414,26664
41.8899545160741,-87.6806509494781,47,7,26,28,0,54
41.889955,-87.680651,0,11,0,0,11,11
41.889967,-87.680156,0,7,0,0,7,7
41.8899674947083,-87.6801560819149,145,31,115,61,0,176
41.8899793333333,-87.6255951666667,0,1,1,0,0,1
41.89,-87.85,0,1,1,0,0,1
41.89,-87.84,0,1,1,0,0,1
41.89,-87.81,2,3,5,0,0,5
41.89,-87.8,6,13,19,0,0,19
41.89,-87.79,0,4,4,0,0,4
41.89,-87.78,6,14,20,0,0,20
41.89,-87.77,57,131,188,0,0,188
41.89,-87.76,63,86,149,0,0,149
41.89,-87.75,30,81,111,0,0,111
41.89,-87.74,8,30,38,0,0,38
41.89,-87.73,52,71,123,0,0,123
41.89,-87.72,250,252,502,0,0,502
41.89,-87.71,124,135,259,0,0,259
41.89,-87.7,434,274,708,0,0,708
41.89,-87.69,372,234,605,1,0,606
41.89,-87.68,1374,796,2164,6,0,2170
41.89,-87.67,826,701,1527,0,0,1527
41.89,-87.66,2584,1697,4281,0,0,4281
41.89,-87.65,12557,7685,20131,111,0,20242
41.89,-87.64,5268,2392,7633,27,0,7660
41.89,-87.63,9210,6085,15245,50,0,15295
41.89,-87.62,5398,4561,9911,48,0,9959
41.89,-87.61,1195,4246,5435,6,0,5441
41.89,-87.6,100,164,263,1,0,264
41.890028,-87.636618,7083,2898,4506,5376,99,9981
41.890146136,-87.634396672,0,1,1,0,0,1
41.890173,-87.626185,7300,3959,4686,6100,473,11259
41.890358,-87.6266736666667,1,0,1,0,0,1
41.8904687924386,-87.7026075124741,330,175,230,275,0,505
41.890469,-87.702608,0,9,0,0,9,9
41.8905445,-87.6313598333333,0,1,1,0,0,1
41.890573,-87.622072,7217,5377,5425,6344,825,12594
41.8906128333333,-87.6185911666667,1,0,1,0,0,1
41.8906758333333,-87.6315776666667,0,1,1,0,0,1
41.8907278333333,-87.6315923333333,0,1,1,0,0,1
41.890762,-87.631697,15236,11775,11869,14178,964,27011
41.890762,-87.6315118333333,0,1,1,0,0,1
41.8907763333333,-87.6316011666667,0,1,1,0,0,1
41.890847,-87.618617,0,1098,0,0,1098,1098
41.8908470406238,-87.6186168193817,13344,8842,9336,12850,0,22186
41.8908571666667,-87.618751,0,1,1,0,0,1
41.8909331666667,-87.6179456666667,0,1,1,0,0,1
41.8909941666667,-87.6353885,1,0,1,0,0,1
41.891023,-87.63548,0,232,0,0,232,232
41.8910233102519,-87.6354798674583,9874,5443,6749,8568,0,15317
41.891060591,-87.635418296,0,1,1,0,0,1
41.891072,-87.666611,4304,2507,3124,3570,117,6811
41.891075,-87.6666033333333,0,1,1,0,0,1
41.8910815,-87.6666771666667,0,1,1,0,0,1
41.891264,-87.676842,0,19,0,0,19,19
41.8912643464815,-87.676842212677,567,147,426,288,0,714
41.891466,-87.626761,17797,12703,12079,16750,1671,30500
41.891476274,-87.626716614,0,1,1,0,0,1
41.8915561666667,-87.6482371666667,0,1,1,0,0,1
41.891578,-87.648384,10466,6097,8184,8074,305,16563
41.89163065,-87.620559812,1,0,1,0,0,1
41.891795,-87.658751,7683,3732,5470,5816,129,11415
41.891847,-87.62058,0,1194,0,0,1194,1194
41.8918473721099,-87.6205801963806,12361,7980,8138,12203,0,20341
41.8920273333333,-87.6891725,1,0,1,0,0,1
41.892048,-87.689397,1471,991,1436,950,76,2462
41.8921756666667,-87.611975,0,1,1,0,0,1
41.8921796666667,-87.6118188333333,0,1,1,0,0,1
41.8921971666667,-87.6120713333333,0,1,1,0,0,1
41.892209649,-87.611886263,1,0,1,0,0,1
41.8922106666667,-87.6119391666667,0,1,1,0,0,1
41.892212272,-87.611931086,0,1,1,0,0,1
41.8922206666667,-87.6120243333333,0,1,1,0,0,1
41.8922316666667,-87.61196,0,1,1,0,0,1
41.8922371666667,-87.6121881666667,0,1,1,0,0,1
41.892238855,-87.611872196,0,1,1,0,0,1
41.892244339,-87.611945868,0,1,1,0,0,1
41.8922563333333,-87.6121401666667,0,1,1,0,0,1
41.892266,-87.6122315,0,1,1,0,0,1
41.892277598,-87.612094164,0,1,1,0,0,1
41.892278,-87.612043,16451,61733,22485,42209,13490,78184
41.8922903333333,-87.6122806666667,0,1,1,0,0,1
41.8922973333333,-87.6121356666667,1,0,1,0,0,1
41.8922988333333,-87.612317,0,1,1,0,0,1
41.892298937,-87.611994743,0,1,1,0,0,1
41.892375588,-87.61224246,0,1,1,0,0,1
41.892394,-87.676885,0,97,0,0,97,97
41.8923944529627,-87.6768851280212,3979,1950,3173,2756,0,5929
41.8925263333333,-87.6185555,0,1,1,0,0,1
41.8925881666667,-87.6167205,0,1,1,0,0,1
41.892592,-87.617289,0,1134,0,0,1134,1134
41.8925921197097,-87.6172891259193,12562,9378,8604,13336,0,21940
41.892926455,-87.617298245,0,1,1,0,0,1
41.893808,-87.641697,0,191,0,0,191,191
41.8938080562436,-87.6416972279549,13884,5446,8518,10812,0,19330
41.893992,-87.629318,19333,10047,11858,16674,848,29380
41.8940366666667,-87.6418051666667,0,1,1,0,0,1
41.8941325,-87.6293008333333,0,1,1,0,0,1
41.8942456666667,-87.6227675,0,1,1,0,0,1
41.8943441666667,-87.6288676666667,0,1,1,0,0,1
41.894345,-87.622798,0,1234,0,0,1234,1234
41.8943451374243,-87.6227983832359,19239,8025,11872,15392,0,27264
41.8943968333333,-87.6287628333333,1,0,1,0,0,1
41.8943983333333,-87.623138,1,0,1,0,0,1
41.894503,-87.617854,12472,4783,6557,10232,466,17255
41.894556,-87.653449,7397,3720,6004,5024,89,11117
41.8945681666667,-87.6177735,1,0,1,0,0,1
41.894588,-87.6343538333333,0,1,1,0,0,1
41.8946606666667,-87.6383418333333,1,0,1,0,0,1
41.894664526,-87.634599686,0,1,1,0,0,1
41.894666,-87.638437,8550,3344,4953,6811,130,11894
41.8947155,-87.6346598333333,0,1,1,0,0,1
41.894722,-87.634362,18499,9442,12264,15312,365,27941
41.894745,-87.756895,68,151,122,88,9,219
41.8948123333333,-87.6347796666667,0,1,1,0,0,1
41.8948405,-87.6341175,0,1,1,0,0,1
41.8948755,-87.634352,1,0,1,0,0,1
41.894877,-87.632326,7947,5320,5498,7354,415,13267
41.894887,-87.774704,153,153,138,147,21,306
41.894958,-87.764902,297,211,270,229,9,508
41.8951727127816,-87.6675470173359,2740,1603,2056,2287,0,4343
41.895173,-87.667547,0,80,0,0,80,80
41.8951996662016,-87.6676046848297,14,3,6,11,0,17
41.895465,-87.706128,0,51,0,0,51,51
41.89546530305,-87.7061278837,581,521,528,574,0,1102
41.895501,-87.682017,3407,2639,3062,2826,158,6046
41.8955434694899,-87.6029205322265,3,4,1,6,0,7
41.895586729,-87.626260042,0,1,1,0,0,1
41.895603,-87.6227885,1,0,1,0,0,1
41.895634,-87.672069,5381,2965,3706,4502,138,8346
41.895748,-87.620104,7024,2408,3896,5207,329,9432
41.89576474564,-87.6259080327,11701,4970,6916,9755,0,16671
41.895765,-87.625908,0,672,0,0,672,672
41.895769,-87.67722,8479,4867,6845,6267,234,13346
41.895954,-87.667728,0,10,0,0,10,10
41.895954357343,-87.6677280664444,900,266,615,551,0,1166
41.895974,-87.667725,0,26,0,0,26,26
41.8959743225961,-87.6677253842354,1270,440,827,883,0,1710
41.8963233333333,-87.7013923333333,1,0,1,0,0,1
41.896362,-87.654061,0,190,0,0,190,190
41.896362458,-87.6540612729,8868,4539,6628,6779,0,13407
41.8963713333333,-87.6541128333333,1,0,1,0,0,1
41.896373,-87.660984,0,162,0,0,162,162
41.89637337,-87.66098386,6359,3598,4552,5405,0,9957
41.8963736666667,-87.6541448333333,1,0,1,0,0,1
41.8964031666667,-87.66099,0,1,1,0,0,1
41.896617,-87.628579,0,519,0,0,519,519
41.8966172004075,-87.628578543663,16619,6647,9938,13328,0,23266
41.8967469730938,-87.6356676220894,12519,5230,8076,9673,0,17749
41.896747,-87.635668,0,196,0,0,196,196
41.89675,-87.63089,7937,4482,5100,7087,232,12419
41.8969338333333,-87.6288565,0,1,1,0,0,1
41.8969446263708,-87.6217576861382,11719,4893,6914,9698,0,16612
41.896945,-87.621758,0,699,0,0,699,699
41.8969645,-87.6219195,1,0,1,0,0,1
41.897037625,-87.621731639,0,1,1,0,0,1
41.8972895,-87.6250313333333,1,0,1,0,0,1
41.8973263333333,-87.6238116666667,0,1,1,0,0,1
41.8973798607232,-87.6344203948975,827,223,400,650,0,1050
41.89738,-87.63442,0,6,0,0,6,6
41.8974455,-87.628652,0,1,1,0,0,1
41.897448,-87.628722,6232,2496,3689,4805,234,8728
41.89766,-87.62351,5620,5836,3918,6424,1114,11456
41.897764,-87.642884,17428,4730,10745,11201,212,22158
41.898203,-87.637536,6579,3492,4373,5564,134,10071
41.89841768945,-87.6865960164,4845,3455,4284,4016,0,8300
41.898418,-87.686596,0,230,0,0,230,230
41.8985866514,-87.6219152258,10649,5631,6608,9672,0,16280
41.898587,-87.621915,0,850,0,0,850,850
41.8986633333333,-87.6226171666667,0,1,1,0,0,1
41.898930788,-87.630063057,1,0,1,0,0,1
41.898969,-87.629912,15870,8096,9766,13699,501,23966
41.8990423333333,-87.6721613333333,0,1,1,0,0,1
41.899181,-87.6722,4285,2106,3241,3072,78,6391
41.8992248333333,-87.67218,1,0,1,0,0,1
41.8992601666667,-87.6298835,0,1,1,0,0,1
41.89939,-87.648545,0,33,0,0,33,33
41.899390285497,-87.6485449075699,1433,587,1052,968,0,2020
41.899643,-87.6677,5669,2269,3551,4282,105,7938
41.899644136,-87.668493629,0,1,1,0,0,1
41.89993,-87.63443,0,192,0,0,192,192
41.89993001,-87.63443007,7039,2969,3622,6386,0,10008
41.9,-88.05,0,1,1,0,0,1
41.9,-87.92,3,0,3,0,0,3
41.9,-87.89,0,1,1,0,0,1
41.9,-87.82,1,0,1,0,0,1
41.9,-87.81,0,2,2,0,0,2
41.9,-87.79,0,1,1,0,0,1
41.9,-87.78,7,5,12,0,0,12
41.9,-87.77,32,121,153,0,0,153
41.9,-87.76,25,155,180,0,0,180
41.9,-87.75,197,351,548,0,0,548
41.9,-87.74,17,38,55,0,0,55
41.9,-87.73,134,287,421,0,0,421
41.9,-87.72,298,511,809,0,0,809
41.9,-87.71,599,625,1224,0,0,1224
41.9,-87.7,1378,1227,2605,0,0,2605
41.9,-87.69,3545,2065,5609,1,0,5610
41.9,-87.68,2015,1847,3861,1,0,3862
41.9,-87.67,2406,1769,4175,0,0,4175
41.9,-87.66,1322,903,2209,16,0,2225
41.9,-87.65,1229,647,1875,1,0,1876
41.9,-87.64,2781,1494,4274,1,0,4275
41.9,-87.63,7651,4504,12141,14,0,12155
41.9,-87.62,3390,3800,7175,15,0,7190
41.9,-87.61,29,57,86,0,0,86
41.900219,-87.642985,0,94,0,0,94,94
41.90021949323,-87.6429854676,6676,1886,3468,5094,0,8562
41.900363,-87.696704,4219,3633,4581,3070,201,7852
41.9004056666667,-87.6966625,1,0,1,0,0,1
41.90068,-87.6626,6083,3048,3950,4976,205,9131
41.9007101666667,-87.6626095,0,1,1,0,0,1
41.900954127,-87.623769522,0,1,1,0,0,1
41.90096,-87.623777,0,4600,0,0,4600,4600
41.90096039,-87.62377664,14794,22494,13587,23701,0,37288
41.900966,-87.6239001666667,0,1,1,0,0,1
41.9009661666667,-87.66259,1,0,1,0,0,1
41.9009948333333,-87.6237885,0,1,1,0,0,1
41.9010096666667,-87.6237895,0,1,1,0,0,1
41.9011166666667,-87.623586,0,1,1,0,0,1
41.901315,-87.677409,4996,2873,3515,4222,132,7869
41.90230870122,-87.627690528,11513,6866,8275,10104,0,18379
41.902309,-87.627691,0,643,0,0,643,643
41.9023356666667,-87.6279081666667,0,1,1,0,0,1
41.9025441666667,-87.6314816666667,0,1,1,0,0,1
41.902705669,-87.709194779,0,1,1,0,0,1
41.90270659438,-87.709219571,1928,1118,2090,956,0,3046
41.902707,-87.70922,0,80,0,0,80,80
41.9027316666667,-87.7092941666667,0,1,1,0,0,1
41.9028778333333,-87.631809,0,1,1,0,0,1
41.9028916666667,-87.6874195,0,1,1,0,0,1
41.902893,-87.687275,3400,2599,3050,2791,158,5999
41.902901,-87.631282,0,4,4,0,0,4
41.902924,-87.637715,3898,1900,2463,3264,71,5798
41.902973,-87.63128,25945,12831,15117,23065,594,38776
41.902997,-87.683825,3289,1639,2197,2643,88,4928
41.903029,-87.697474,2768,2565,2671,2470,192,5333
41.903119,-87.673935,8048,5359,6729,6493,185,13407
41.9031385,-87.6737736666667,0,1,1,0,0,1
41.9031446666667,-87.673834,0,1,1,0,0,1
41.903222,-87.634324,21694,12348,14273,19299,470,34042
41.9032436666667,-87.6741666666667,1,0,1,0,0,1
41.9032615,-87.6311495,1,0,1,0,0,1
41.903266,-87.678435,6679,4112,5438,5162,191,10791
41.9032783333333,-87.678443,0,1,1,0,0,1
41.903396726,-87.6578511,1,0,1,0,0,1
41.90345,-87.667747,16828,9411,12344,13341,554,26239
41.9034728333333,-87.667877,1,0,1,0,0,1
41.903486,-87.643353,0,193,0,0,193,193
41.90348607004,-87.6433534936,8365,4168,5578,6955,0,12533
41.904613,-87.640552,6161,2213,2892,5361,121,8374
41.9053445,-87.6695198333333,0,1,1,0,0,1
41.9065251666667,-87.6350703333333,1,0,1,0,0,1
41.9065913333333,-87.6350911666667,1,0,1,0,0,1
41.9066328333333,-87.6352151666667,0,1,1,0,0,1
41.9066683333333,-87.6261593333333,0,1,1,0,0,1
41.906724,-87.63483,12616,9939,9799,12352,404,22555
41.906746864,-87.635144472,0,1,1,0,0,1
41.906866,-87.626217,8242,5479,5880,7546,295,13721
41.907066,-87.667252,7292,3791,4953,5942,188,11083
41.9070723333333,-87.667248,0,1,1,0,0,1
41.907221,-87.655618,1832,806,1344,1258,36,2638
41.907537699,-87.672519207,0,1,1,0,0,1
41.907560349,-87.67252779,0,1,1,0,0,1
41.9076186666667,-87.6383936666667,0,1,1,0,0,1
41.907626,-87.638566,2718,2129,1915,2841,91,4847
41.907655,-87.672552,10453,6478,7998,8556,377,16931
41.907688,-87.6385718333333,0,1,1,0,0,1
41.9077575,-87.6724971666667,0,1,1,0,0,1
41.9077608333333,-87.6860093333333,0,1,1,0,0,1
41.907781,-87.685854,1905,1252,1370,1731,56,3157
41.907993,-87.631501,13513,7710,8074,12737,412,21223
41.9080005,-87.6315456666667,1,0,1,0,0,1
41.908043623,-87.631488919,1,0,1,0,0,1
41.90925,-87.6776438333333,0,1,1,0,0,1
41.909396,-87.677692,0,724,0,0,724,724
41.9093960065,-87.6776919292,14269,10089,11655,12703,0,24358
41.9095753333333,-87.6481531666667,1,0,1,0,0,1
41.90965687563,-87.7166319516,758,860,871,747,0,1618
41.909657,-87.716632,0,86,0,0,86,86
41.909668,-87.648128,15993,7290,10300,12633,350,23283
41.909683824,-87.648195386,1,0,1,0,0,1
41.909718394,-87.648171544,0,1,1,0,0,1
41.909769,-87.70528,0,146,0,0,146,146
41.90976930169,-87.7052804871,2112,1671,2027,1756,0,3783
41.9098546521673,-87.6699301600456,5812,3746,4691,4867,0,9558
41.909855,-87.66993,0,177,0,0,177,177
41.909878,-87.6820488333333,1,0,1,0,0,1
41.91,-87.85,0,2,2,0,0,2
41.91,-87.83,0,1,1,0,0,1
41.91,-87.82,2,0,2,0,0,2
41.91,-87.81,70,106,176,0,0,176
41.91,-87.8,59,53,112,0,0,112
41.91,-87.79,35,50,85,0,0,85
41.91,-87.78,43,81,124,0,0,124
41.91,-87.77,60,247,307,0,0,307
41.91,-87.76,85,222,307,0,0,307
41.91,-87.75,107,349,456,0,0,456
41.91,-87.74,187,324,511,0,0,511
41.91,-87.73,350,644,994,0,0,994
41.91,-87.72,358,520,878,0,0,878
41.91,-87.71,1743,1057,2797,3,0,2800
41.91,-87.7,1679,1055,2734,0,0,2734
41.91,-87.69,1836,1526,3362,0,0,3362
41.91,-87.68,4137,3712,7847,2,0,7849
41.91,-87.67,2332,2077,4408,1,0,4409
41.91,-87.66,1175,912,2087,0,0,2087
41.91,-87.65,3701,1932,5633,0,0,5633
41.91,-87.64,1577,1188,2759,6,0,2765
41.91,-87.63,6243,6110,12314,39,0,12353
41.91,-87.62,1680,2185,3865,0,0,3865
41.91,-87.52,1,0,1,0,0,1
41.910135508,-87.682426572,1,0,1,0,0,1
41.910139799,-87.643470883,0,1,1,0,0,1
41.91021,-87.6435,4464,3112,3369,4127,80,7576
41.9102445,-87.643544,0,1,1,0,0,1
41.9102878333333,-87.6434843333333,0,1,1,0,0,1
41.91044,-87.6972,381,252,378,239,16,633
41.910475,-87.696894,0,117,0,0,117,117
41.9104754,-87.6968944,2959,2030,2550,2439,0,4989
41.910509,-87.682389,0,141,0,0,141,141
41.910509366664,-87.6823890209198,4500,2816,3531,3785,0,7316
41.910522,-87.653106,10834,5053,6726,8895,266,15887
41.9105316666667,-87.6532333333333,1,0,1,0,0,1
41.910535,-87.689556,4207,2975,3653,3424,105,7182
41.910578,-87.649422,0,228,0,0,228,228
41.9105780349,-87.6494219288,8721,4034,5710,7045,0,12755
41.9105978333333,-87.6895968333333,0,1,1,0,0,1
41.911366,-87.6385321666667,1,0,1,0,0,1
41.911366701,-87.638644218,1,0,1,0,0,1
41.911386,-87.638677,10683,6704,6129,10930,328,17387
41.9115695,-87.6266236666667,0,1,1,0,0,1
41.9116181666667,-87.6267003333333,0,1,1,0,0,1
41.911693931,-87.626755476,0,1,1,0,0,1
41.911714435,-87.626805782,0,1,1,0,0,1
41.911722,-87.626804,16677,26567,11867,28270,3107,43244
41.911726117,-87.626882792,1,0,1,0,0,1
41.9117548333333,-87.6268995,0,1,1,0,0,1
41.9117981666667,-87.6269011666667,0,1,1,0,0,1
41.9118076666667,-87.626936,0,1,1,0,0,1
41.9118778333333,-87.6320685,0,1,1,0,0,1
41.911974,-87.631942,7269,6586,4596,8571,688,13855
41.912133,-87.634656,24966,16400,17359,23316,691,41366
41.9121438333333,-87.6347408333333,0,1,1,0,0,1
41.9125468333333,-87.6813475,1,0,1,0,0,1
41.9126058333333,-87.6813346666667,0,1,1,0,0,1
41.912616,-87.681391,9144,5298,6809,7312,321,14442
41.912919,-87.664169,2340,1596,1661,2208,67,3936
41.913688,-87.652855,8355,4360,4803,7733,179,12715
41.913865,-87.648755,9357,3842,5737,7291,171,13199
41.91402671273,-87.705126462,3423,2030,3025,2428,0,5453
41.914027,-87.705126,0,160,0,0,160,160
41.9140535,-87.705157,0,1,1,0,0,1
41.914166,-87.716755,1970,1890,1384,2242,234,3860
41.91461,-87.667968,5652,2863,3101,5161,253,8515
41.91468,-87.64332,4499,1925,2180,4109,135,6424
41.91552,-87.687022,7045,4590,5508,5836,291,11635
41.9155565,-87.6870201666667,0,1,1,0,0,1
41.915689,-87.6346,14721,13991,10303,17347,1062,28712
41.9156946666667,-87.6870926666667,1,0,1,0,0,1
41.9157031666667,-87.6949188333333,1,0,1,0,0,1
41.9157435,-87.634645,0,1,1,0,0,1
41.915983,-87.677335,7589,6333,6376,7207,339,13922
41.916433,-87.666746,0,185,0,0,185,185
41.9164334291265,-87.666746377945,6501,3581,4897,5185,0,10082
41.9170878333333,-87.7104218333333,0,1,1,0,0,1
41.917108,-87.710221,0,208,0,0,208,208
41.9171080347893,-87.7102209627628,3493,2550,3412,2631,0,6043
41.9174711666667,-87.701815,1,0,1,0,0,1
41.917513,-87.701809,0,129,0,0,129,129
41.91751339399,-87.7018089555,3111,2696,3172,2635,0,5807
41.917525887,-87.701854587,1,0,1,0,0,1
41.9175511666667,-87.7017331666667,1,0,1,0,0,1
41.9175661666667,-87.7016338333333,1,0,1,0,0,1
41.917741,-87.691392,3364,2080,2886,2452,106,5444
