"member_casual","started_at_day","started_at_month","mean_ride_duration_mins","median_ride_duration_mins","total_ride_durations_mins","na.rm","mean_ride_distance_m","median_ride_distance_m","total_ride_distance_m","total_rides"
"casual",1,"Jan",60.233619825708,12.0085,165883.389,TRUE,2061.29968978102,1622.04,5647961.15000001,2754
"casual",1,"Feb",16.0240582822086,7.7085,20895.372,TRUE,1591.99185242121,1273.09,2071181.4,1304
"casual",1,"Mar",25.790854028436,10.0915,108837.404,TRUE,2025.94525154248,1547.75,8537333.29,4220
"casual",1,"Apr",26.0623634693128,12.6,70915.691,TRUE,2009.18136748986,1576.22,5450909.05,2721
"casual",1,"May",26.1505142356549,14.583,119403.248,TRUE,2289.66675883256,1709.07,10434011.42,4566
"casual",1,"Jun",25.2770083312609,13.383,203277.701000001,TRUE,2231.77700610744,1758.9,17905546.92,8042
"casual",1,"Jul",27.5524765921152,13.733,290733.733,TRUE,2171.30291880586,1682.08,22837764.1,10552
"casual",1,"Aug",27.1302338339591,13.067,260124.682,TRUE,2083.69098338384,1558.09,19938839.02,9588
"casual",1,"Sep",22.0255691622297,11.45,202701.313,TRUE,2175.8889476548,1656.03,19994243.54,9203
"casual",1,"Oct",37.7815455740577,13.483,431087.434999999,TRUE,2298.86247692713,1761.45,26154158.4000001,11410
"casual",1,"Nov",17.2113552131279,9.667,86005.142,TRUE,1985.09418469551,1549.23,9909590.16999999,4997
"casual",1,"Dec",13.8535860349127,7.2,22221.152,TRUE,1606.603659601,1274.405,2576992.27,1604
"casual",2,"Jan",35.4878137566137,10.317,67071.968,TRUE,1805.80762486716,1399.84,3398529.95,1890
"casual",2,"Feb",13.8193284823285,7.65,13294.194,TRUE,1663.94061394381,1281.62,1599046.93,962
"casual",2,"Mar",27.5064672454617,9.683,104552.082,TRUE,1976.42595727848,1458.64,7494607.23,3801
"casual",2,"Apr",22.4120249130939,11.2415,38683.155,TRUE,2007.43656395349,1531.69,3452790.89,1726
"casual",2,"May",23.3668406210393,12.2085,73745.7489999999,TRUE,2205.1335637286,1643.42,6954991.26,3156
"casual",2,"Jun",25.7178370284753,14.017,244756.655,TRUE,2324.81154121486,1823.81,22083384.83,9517
"casual",2,"Jul",37.7619273482097,18.433,654905.106,TRUE,2391.57047586008,1827.98,41362211.38,17343
"casual",2,"Aug",35.0025646870626,13,350095.651999999,TRUE,2150.62684310777,1643.01,21452502.7600001,10002
"casual",2,"Sep",27.4892990814662,12.967,320222.845,TRUE,2171.23061059512,1665.5,25247069.5400001,11649
"casual",2,"Oct",31.6643744274808,12.317,248881.983,TRUE,2201.04059655832,1700.32,17267163.48,7860
"casual",2,"Nov",17.434826367713,9.917,97199.1569999998,TRUE,2070.04334290844,1575.17,11530141.42,5575
"casual",2,"Dec",43.6436434607646,8.217,108454.454,TRUE,1765.57342626263,1430.06,4369794.23,2485
"casual",3,"Jan",20.0634184594032,9.083,28911.386,TRUE,1747.18915100905,1333.29,2510710.81,1441
"casual",3,"Feb",21.4648887323944,7.5085,15240.071,TRUE,1467.90271186441,1191.375,1039275.12,710
"casual",3,"Mar",22.4721941318328,8.567,55910.8189999999,TRUE,1846.06029435484,1412.15,4578229.53000001,2488
"casual",3,"Apr",39.8328264084507,14.525,113125.227,TRUE,2133.42026492406,1639.25,6039712.77,2840
"casual",3,"May",15.6250199275362,9.633,17250.022,TRUE,2012.86675749319,1537.34,2216166.3,1104
"casual",3,"Jun",35.5490598934551,15.317,467114.647,TRUE,2346.81592157461,1833.685,30762063.1,13140
"casual",3,"Jul",35.9257949011089,18.017,628485.856,TRUE,2293.22521489971,1707.66,40016780.0000001,17494
"casual",3,"Aug",30.704399444865,11.217,243363.070000001,TRUE,2025.07784665992,1599.175,16006215.3000001,7926
"casual",3,"Sep",33.5484404160654,15.933,557977.661000002,TRUE,2326.85059610632,1797.07,38604778.2400003,16632
"casual",3,"Oct",23.3594240800286,10.3,130766.056,TRUE,2032.88176828178,1561.21,11369907.7300001,5598
"casual",3,"Nov",25.7616104614412,10.217,163019.471,TRUE,2066.63171179731,1601.86,13050779.26,6328
"casual",3,"Dec",19.2097419519673,8.283,37593.4650000001,TRUE,1702.16104049206,1372.46,3320916.19,1957
"casual",4,"Jan",21.2763338718363,8.233,39510.1519999999,TRUE,1699.80150026983,1330.03,3149732.18,1857
"casual",4,"Feb",42.1455751104566,9.3665,57233.6910000001,TRUE,1765.35698741673,1399.87,2384997.29,1358
"casual",4,"Mar",29.6566823033011,11.083,119486.773,TRUE,2027.53314136126,1577.71,8132435.43000001,4029
"casual",4,"Apr",27.9666083188908,11.9915,64546.932,TRUE,2074.76957465278,1614.48,4780269.1,2308
"casual",4,"May",25.9966627461007,11.733,101672.948,TRUE,2252.50519220912,1716.73,8789275.25999998,3911
"casual",4,"Jun",31.2453967620656,15.1,407221.256,TRUE,2372.37288998232,1863.6,30857454.1800001,13033
"casual",4,"Jul",38.7930119905956,17.367,494998.832999999,TRUE,2094.82828838745,1567.81,26644121,12760
"casual",4,"Aug",23.5225652780546,12.267,236025.419999999,TRUE,2218.77165901836,1667.515,22240967.11,10034
"casual",4,"Sep",38.0811578723406,13.483,357962.883999998,TRUE,2152.97294029691,1620.45,20158285.6400001,9400
"casual",4,"Oct",18.0239471483526,10,107765.18,TRUE,2037.45399397389,1581.955,12171750.16,5979
"casual",4,"Nov",22.2192377850162,9.833,115962.202,TRUE,1942.45154480906,1525.5,10122115,5219
"casual",4,"Dec",27.3924622340425,9.767,51497.829,TRUE,1909.15602776295,1477.14,3575849.24,1880
"casual",5,"Jan",27.271755017301,7.65,39407.686,TRUE,1586.24613462873,1232.9,2285780.68,1445
"casual",5,"Feb",20.1623624161074,10.383,33046.112,TRUE,1879.51037263287,1465.59,3076758.48,1639
"casual",5,"Mar",38.8546254659438,18.733,458639.999000001,TRUE,2421.70899303786,1841.03,28522888.5200001,11804
"casual",5,"Apr",25.821070212766,11.2415,60679.515,TRUE,2144.98412190963,1638.26,5032132.75,2350
"casual",5,"May",27.5355184,10.417,51629.0969999999,TRUE,2159.53130085653,1596.33,4034004.46999999,1875
"casual",5,"Jun",36.2232603940218,16.983,533206.392999998,TRUE,2368.76481092866,1876.39,34766361.1299999,14720
"casual",5,"Jul",30.6673053781926,12.683,249754.535,TRUE,2124.19016750831,1596.45,17246299.9700001,8144
"casual",5,"Aug",36.153880744063,13.833,491728.931999999,TRUE,2260.60864296777,1747.97,30651592.59,13601
"casual",5,"Sep",33.7492288336014,16.1,356763.098000002,TRUE,2181.6238419257,1622.145,23020494.78,10571
"casual",5,"Oct",21.1289794310722,10.583,144839.154,TRUE,2117.69094827586,1631.175,14493476.8500001,6855
"casual",5,"Nov",18.862861586758,9.467,66095.4670000001,TRUE,1814.85112635792,1459.585,6348349.24,3504
"casual",5,"Dec",29.8207245080501,7.3,50009.355,TRUE,1711.11798922801,1292,2859278.16000001,1677
"casual",6,"Jan",33.0820537368746,7.567,53559.8449999999,TRUE,1498.56755417957,1217.9,2420186.6,1619
"casual",6,"Feb",27.499214559387,8.417,43063.77,TRUE,1786.22555982086,1356.99,2791870.55,1566
"casual",6,"Mar",35.9067402381612,10.817,129659.239,TRUE,1904.63051153739,1442.01,6850955.95000001,3611
"casual",6,"Apr",25.2977037887486,11.867,66102.9,TRUE,2123.62563434266,1616.87,5540539.28,2613
"casual",6,"May",20.6165486586007,10.05,39192.059,TRUE,2007.44493670886,1587.59,3806115.59999999,1901
"casual",6,"Jun",22.2460540824916,12.133,105713.249,TRUE,2061.97406322445,1615.43,9784066.93,4752
"casual",6,"Jul",28.4255206964142,12.783,246534.541,TRUE,2165.61959233168,1656.53,18752100.05,8673
"casual",6,"Aug",35.4761719381689,15.3,596709.212000003,TRUE,2322.09772526818,1799.51,38964799.83,16820
"casual",6,"Sep",22.8699743977803,11.317,181336.026999999,TRUE,2135.12159363556,1653.97,16908027.9,7929
"casual",6,"Oct",24.6396154719123,9.95,130269.647,TRUE,2038.16855951478,1600.94,10753377.32,5287
"casual",6,"Nov",39.7430429936306,12.967,249586.31,TRUE,2230.05377916267,1666.49,13955676.55,6280
"casual",6,"Dec",11.6838390568939,7.583,22795.17,TRUE,1767.20049205536,1387.51,3447808.15999999,1951
"casual",7,"Jan",22.5204733619106,8.483,36775.933,TRUE,1688.24330669945,1335.16,2746771.86,1633
"casual",7,"Feb",22.8372659391155,7.95,39759.68,TRUE,1712.42863321799,1366.265,2969351.25,1741
"casual",7,"Mar",23.0687989949749,8.983,59678.983,TRUE,1845.52038744673,1446.03,4763288.12,2587
"casual",7,"Apr",19.5019476954946,10.5,37658.261,TRUE,2072.12306694344,1596.34,3992981.15,1931
"casual",7,"May",30.1875281151138,17.333,295807.588,TRUE,2483.80060206481,1930.83,24299021.2900001,9799
"casual",7,"Jun",26.9080565042343,13.367,193818.731000001,TRUE,2214.0342533055,1699.83,15907836.11,7203
"casual",7,"Jul",28.6221290385937,12.55,291459.140000001,TRUE,2194.99636462023,1712.15,22309943.05,10183
"casual",7,"Aug",31.2956397332307,12.867,244012.103,TRUE,2081.61977766354,1622.82,16197083.49,7797
"casual",7,"Sep",22.4430262740657,11.617,198171.922,TRUE,2210.7626151577,1713.51,19485661.69,8830
"casual",7,"Oct",36.6432787990196,10.267,179405.493,TRUE,2079.99140605813,1633.32,10162838.01,4896
"casual",7,"Nov",23.0393029521353,8.517,80384.128,TRUE,1760.44706203331,1378.575,6129876.66999999,3489
"casual",7,"Dec",23.4512272517321,7.7,50771.9070000001,TRUE,1759.42113373438,1373.23,3802109.07000001,2165
"casual",8,"Jan",39.1494594888526,9.717,71995.8559999999,TRUE,1894.96362745098,1478.95,3479153.22000001,1839
"casual",8,"Feb",32.8178309128631,8.167,63272.778,TRUE,1772.38540779221,1375.63,3411841.91,1928
"casual",8,"Mar",24.1640593373494,9.333,80224.677,TRUE,1875.63988217523,1433.775,6208368.00999999,3320
"casual",8,"Apr",38.922158013544,10.15,51727.548,TRUE,1993.31381240545,1556.42,2635160.86,1329
"casual",8,"May",40.847887490856,17.6,279195.310999999,TRUE,2369.55075546428,1805.25,16153227.5000001,6835
"casual",8,"Jun",19.9261661472536,10.967,102300.937,TRUE,2164.65344377314,1701.93,11106836.82,5134
"casual",8,"Jul",23.9386434534918,12.767,243719.328999999,TRUE,2182.6262099154,1652.04,22188578.0500001,10181
"casual",8,"Aug",25.9783018095648,10.6915,120591.277,TRUE,2092.69682358022,1623.47,9691278.98999998,4642
"casual",8,"Sep",24.3578469478358,11.333,219464.201,TRUE,2188.262326331,1698.65,19687796.15,9010
"casual",8,"Oct",32.445157375545,12.717,282856.882000001,TRUE,2194.5316808364,1684.88,19101203.7500001,8718
"casual",8,"Nov",17.6067422096317,8.45,62151.8000000001,TRUE,1809.74156506946,1387.51,6382958.50000002,3530
"casual",8,"Dec",23.7649109900091,7.633,52330.3340000001,TRUE,1740.30301731996,1372.47,3818224.82,2202
"casual",9,"Jan",20.4303023510115,8.217,37367.023,TRUE,1680.77774917853,1322.2,3069100.17,1829
"casual",9,"Feb",25.7914594202899,8.675,35592.214,TRUE,1859.08261818182,1395.14,2556238.6,1380
"casual",9,"Mar",21.2691968944099,9.633,68486.8139999998,TRUE,1885.83777916019,1438.98,6062968.46000001,3220
"casual",9,"Apr",28.1087954987496,14.133,101163.555,TRUE,2183.9750403338,1698.65,7851390.27,3599
"casual",9,"May",40.9860654476672,17.617,325019.499,TRUE,2252.18974595551,1695.495,17819325.2700001,7930
"casual",9,"Jun",36.1415972037284,14.25,379992.753000001,TRUE,2286.13458663107,1810.17,23974693.41,10514
"casual",9,"Jul",40.5397220943909,16.8,792835.345000002,TRUE,2416.03874224796,1875.3,47139331.9000001,19557
"casual",9,"Aug",34.3265767977188,13.15,337018.331000001,TRUE,2240.46756560809,1707.4,21940898.8699999,9818
"casual",9,"Sep",37.0458582527623,12.833,429139.222000002,TRUE,2284.43922963732,1754.85,26392126.42,11584
"casual",9,"Oct",46.5165747508304,14.7,560059.560000001,TRUE,2267.190510493,1769.03,27224423.65,12040
"casual",9,"Nov",17.453683844314,9.367,80269.4920000001,TRUE,6250.92704139434,1516.29,28691755.1200001,4599
"casual",9,"Dec",31.1259793713163,7.75,31686.247,TRUE,1689.44649606299,1321.515,1716477.64,1018
"casual",10,"Jan",22.5233935334873,8.667,48763.147,TRUE,1791.4707962963,1375.755,3869576.92,2165
"casual",10,"Feb",21.4736781376518,8.9585,42431.988,TRUE,1787.50587430309,1368.08,3526749.09,1976
"casual",10,"Mar",24.192507985803,8.8585,54529.913,TRUE,1760.66141459075,1407.5,3957966.86,2254
"casual",10,"Apr",37.1217626072558,18.367,246599.869,TRUE,2387.72237743249,1898.55,15828211.64,6643
"casual",10,"May",35.1980230405265,16.317,342195.18,TRUE,2286.14037973377,1746.1,22154986.4200001,9722
"casual",10,"Jun",32.5925699815838,13.383,318559.778999998,TRUE,2211.49008305989,1731.855,21566451.2900002,9774
"casual",10,"Jul",38.0716962886198,16.683,587788.918999997,TRUE,2341.79614210561,1813.75,36056635.2,15439
"casual",10,"Aug",31.4805492631383,13.4,339643.646,TRUE,2238.58482707326,1717.8,24078218.4,10789
"casual",10,"Sep",35.6039189673948,14.683,555812.778999998,TRUE,2386.46990876381,1826.66,37143017.6600001,15611
"casual",10,"Oct",27.5905736877982,12.983,202376.858,TRUE,2078.90243442623,1569.15,15217565.8200001,7335
"casual",10,"Nov",23.7081802689181,10.767,151637.521000001,TRUE,2031.78584521385,1572,12968889.05,6396
"casual",10,"Dec",32.643826914564,9.333,73742.4049999999,TRUE,1856.43059006211,1469.215,4184394.54999999,2259
"casual",11,"Jan",23.2641811214199,8.483,57671.905,TRUE,1785.69711802749,1370.395,4417814.67,2479
"casual",11,"Feb",26.7685794887781,11.3,85873.6029999999,TRUE,1969.07557049078,1500.88,6299072.74999999,3208
"casual",11,"Mar",30.8964877911872,10.217,110084.186,TRUE,1877.5714028169,1455.38,6665378.48,3563
"casual",11,"Apr",44.5223177966101,14.5415,168116.272,TRUE,2143.29728795533,1628.84,8060941.10000001,3776
"casual",11,"May",33.3186142857143,15.525,291537.875,TRUE,2230.82896275072,1698.68,19463982.7,8750
"casual",11,"Jun",35.2414073289437,16.3,615491.178999998,TRUE,2345.01126333907,1867.715,40873546.3200001,17465
"casual",11,"Jul",31.562435989777,12.95,271689.449000001,TRUE,2118.07833818563,1610.29,18187938.6900001,8608
"casual",11,"Aug",31.9589308641975,12.717,336527.542,TRUE,2231.57596593072,1697.255,23449400.2499999,10530
"casual",11,"Sep",40.6211238279095,10.6,147292.195,TRUE,2032.08880688124,1561.115,7323648.06,3626
"casual",11,"Oct",39.0985291689598,9.483,142084.055,TRUE,1918.37675869685,1441.22,6948360.61999999,3634
"casual",11,"Nov",17.5213267583701,9.3,67509.672,TRUE,1816.92749935014,1387.51,6989720.09000002,3853
"casual",11,"Dec",23.3431809124279,9.45,44515.446,TRUE,1818.54458464774,1506.72,3458871.8,1907
"casual",12,"Jan",24.4378278787878,8.467,60483.6240000001,TRUE,1833.26446825718,1417.38,4533663.03000001,2475
"casual",12,"Feb",27.3021628447025,11.917,94055.951,TRUE,2080.96951396973,1596.94,7150211.25000002,3445
"casual",12,"Mar",32.2363546195653,10.133,71177.871,TRUE,1765.4689191644,1404.02,3887562.56,2208
"casual",12,"Apr",33.8853996376082,14.8,168308.78,TRUE,2295.90687916078,1704.25,11380810.4,4967
"casual",12,"May",33.0319820997587,15.583,328470.03,TRUE,2269.5501814882,1756.07,22509398.6999999,9944
"casual",12,"Jun",33.6749582591813,15.85,416289.834,TRUE,2320.36811871554,1777.845,28614779.64,12362
"casual",12,"Jul",31.4284462546997,13.25,326007.273,TRUE,2235.97396075019,1707.26,23128914.6500001,10373
"casual",12,"Aug",28.9983347804718,13.633,354011.671,TRUE,2196.74784265418,1686.26,26749798.4800001,12208
"casual",12,"Sep",25.7798642341174,10.233,139185.487,TRUE,2002.62105409927,1566.84,10772098.65,5399
"casual",12,"Oct",23.3769307823544,9.1,95915.547,TRUE,1907.43075439453,1520.88,7812836.36999997,4103
"casual",12,"Nov",19.8352450485437,9.417,51075.756,TRUE,1776.89585764294,1483.89,4568399.25,2575
"casual",12,"Dec",12.6578031152648,7.933,20315.774,TRUE,1746.76030529595,1362.31,2803550.29,1605
"casual",13,"Jan",36.1312370304114,8.283,80789.446,TRUE,1718.019,1366.88,3831182.37,2236
"casual",13,"Feb",27.8900073051948,8.95,68720.978,TRUE,1806.36332110839,1363.545,4432815.59,2464
"casual",13,"Mar",45.4069781087791,15.55,201198.32,TRUE,2124.96975775413,1600.94,9385991.42000003,4431
"casual",13,"Apr",27.4535740181269,11.867,54522.798,TRUE,2109.58517676768,1542.03,4176978.65,1986
"casual",13,"May",38.6197894944396,16.35,489660.311000001,TRUE,2281.81948026264,1749.68,28844480.05,12679
"casual",13,"Jun",35.3206074793035,13.683,247456.176,TRUE,2170.91343163923,1622.52,15163830.32,7006
"casual",13,"Jul",22.4972600073448,12.8085,245040.155999999,TRUE,2227.84556801471,1723.775,24238959.78,10892
"casual",13,"Aug",33.5805735440518,15.217,539706.978,TRUE,2339.80950655022,1796.865,37507146.3900001,16072
"casual",13,"Sep",21.3668031538153,10.933,159887.788,TRUE,2100.36013784797,1638.475,15693890.95,7483
"casual",13,"Oct",23.4222704998366,9.817,143391.14,TRUE,1997.3317930244,1564.89,12197705.26,6122
"casual",13,"Nov",43.7951245283018,10.217,116057.08,TRUE,1921.27134571645,1532.96,5068313.81000001,2650
"casual",13,"Dec",23.3400578651685,7.767,41545.303,TRUE,1688.09941474395,1365.58,2999752.66,1780
"casual",14,"Jan",36.6856497552292,9.117,82432.6550000001,TRUE,2313.95039066008,1373.37,5153167.51999999,2247
"casual",14,"Feb",28.5186037902159,8.133,64708.712,TRUE,1737.43468432671,1314.87,3935289.55999999,2269
"casual",14,"Mar",26.6867167555637,13.35,145095.679,TRUE,2178.44739675516,1608.205,11815898.68,5437
"casual",14,"Apr",26.978828531272,12.1415,76781.746,TRUE,2138.73084184572,1579.02,6071856.86,2846
"casual",14,"May",41.4362624219726,18.317,663808.923999997,TRUE,2422.99223718832,1863.11,38675802.09,16020
"casual",14,"Jun",35.0704630983016,13.767,340709.549000002,TRUE,2150.36809346567,1702.69,20798360.2,9715
"casual",14,"Jul",24.4527659270465,13.05,290939.009,TRUE,2266.64950004208,1758.51,26930062.71,11898
"casual",14,"Aug",39.7230149949168,15.25,468890.469,TRUE,2275.96303745859,1744.19,26794912.8399999,11804
"casual",14,"Sep",25.2344189917375,11.417,210732.633,TRUE,2188.27482369873,1664.84,18245835.4800001,8351
"casual",14,"Oct",23.8558172023036,10.433,128415.864,TRUE,1979.31659784226,1508.575,10640806.03,5383
"casual",14,"Nov",15.541078748107,7.85,30786.877,TRUE,1687.9085338726,1344.705,3338683.07999999,1981
"casual",14,"Dec",47.7044314903846,7.592,39690.087,TRUE,1724.82303140097,1388.285,1428153.47,832
"casual",15,"Jan",22.9203215721304,9.983,51318.6,TRUE,1832.82932468694,1470.835,4098206.37,2239
"casual",15,"Feb",17.2719235695987,8.283,40450.845,TRUE,1815.78876068376,1413.27,4248945.7,2342
"casual",15,"Mar",24.3573229788109,11.033,118400.947,TRUE,1978.03550123762,1532.13,9589516.11000001,4861
"casual",15,"Apr",32.8906373177843,14.333,112814.886,TRUE,2137.45278573517,1610.2,7312225.98000001,3430
"casual",15,"May",35.2308962434819,16.467,331064.732,TRUE,2268.70984194789,1698.665,21244198.96,9397
"casual",15,"Jun",36.643993335909,12.917,379411.907000001,TRUE,2091.34031222729,1654.28,21567992.64,10354
"casual",15,"Jul",24.8637149664284,10.85,114795.772,TRUE,2017.33636422835,1585.06,9293868.63000002,4617
"casual",15,"Aug",40.2462633828401,13.4,376664.779,TRUE,2234.76318984902,1709.62,20870453.43,9359
"casual",15,"Sep",24.1289813241003,11.617,229973.321,TRUE,2188.50190371071,1690.91,20819218.6100001,9531
"casual",15,"Oct",37.6496811194895,12.133,259632.201,TRUE,2139.22039104521,1621.22,14715697.0700001,6896
"casual",15,"Nov",27.5239924882629,7.517,29313.052,TRUE,1681.32041353383,1354.43,1788924.92,1065
"casual",15,"Dec",19.0199796918768,8.2085,27160.531,TRUE,1738.02181626928,1376.55,2478419.11,1428
"casual",16,"Jan",24.4511755351682,8.967,39977.6720000001,TRUE,1788.96360122699,1416.72,2916010.67,1635
"casual",16,"Feb",19.4236089552239,9.1085,26027.636,TRUE,1905.98500373972,1401.98,2548301.95,1340
"casual",16,"Mar",30.2580842979071,15.283,258797.395000001,TRUE,2158.85331107206,1619.47,18425813.01,8553
"casual",16,"Apr",35.5692725287812,16.533,179197.995,TRUE,2204.28740386531,1666.03,11063318.48,5038
"casual",16,"May",31.9979207522556,16.617,294348.872999999,TRUE,2303.17665287006,1704.9,21145464.8499999,9199
"casual",16,"Jun",27.6987097041747,12.983,300558.699000001,TRUE,2146.96722920518,1685.98,23230185.42,10851
"casual",16,"Jul",31.2962087415224,15.867,539890.896999999,TRUE,2411.08842160279,1908.155,41518942.62,17251
"casual",16,"Aug",33.5656165966387,12.533,319544.67,TRUE,2250.07446221848,1689.675,21380207.54,9520
"casual",16,"Sep",27.619917660513,13.167,338123.031999999,TRUE,2365.61194383034,1825.2,28891218.67,12242
"casual",16,"Oct",26.9678795275591,11.3085,136996.828,TRUE,2028.01386708736,1566.53,10284058.32,5080
"casual",16,"Nov",14.1501017287234,7.5085,21281.753,TRUE,1687.43777333333,1365.765,2531156.66,1504
"casual",16,"Dec",12.7813759011329,8.35,12410.716,TRUE,1713.7605046344,1375.75,1664061.45,971
"casual",17,"Jan",20.8291049881235,7.75,43845.266,TRUE,1723.29323501427,1354.37,3622362.38,2105
"casual",17,"Feb",30.5310731481482,8.367,32973.559,TRUE,1660.94337975859,1320.01,1788836.02,1080
"casual",17,"Mar",35.3870292171995,12.833,256768.284,TRUE,2100.81820984241,1593.9,15197318.93,7256
"casual",17,"Apr",28.4580827036104,14.9415,67787.1529999998,TRUE,2066.65613540791,1592.93,4914508.28999998,2382
"casual",17,"May",27.2889393784153,12.7,159804.029,TRUE,2256.60566683787,1728.41,13180833.7,5856
"casual",17,"Jun",38.929061456291,15.25,575799.748000001,TRUE,2311.31066218875,1778.15,34066407.8500001,14791
"casual",17,"Jul",39.8621313803818,14.8,449046.910000001,TRUE,2260.27820551601,1713.265,25405527.0299999,11265
"casual",17,"Aug",26.2697740812776,12.283,256629.423,TRUE,2208.90985128205,1714.245,21536871.0499999,9769
"casual",17,"Sep",48.3404220537205,14.85,752273.647999999,TRUE,2428.10345903436,1894.35,37667168.96,15562
"casual",17,"Oct",19.7420889509374,7.8,49493.4169999999,TRUE,1692.289884,1324.815,4230724.70999999,2507
"casual",17,"Nov",14.0415697469099,7.067,23856.627,TRUE,1615.11078962876,1293.67,2740843.01,1699
"casual",17,"Dec",17.5305308510638,8.6,16478.699,TRUE,1624.8942217484,1325.63,1524150.78,940
"casual",18,"Jan",16.140622193437,8.0415,37381.681,TRUE,1766.20416017316,1355.32,4079931.61,2316
"casual",18,"Feb",36.0085515179393,10.775,78282.591,TRUE,1853.13748845799,1422.515,4013895.8,2174
"casual",18,"Mar",26.1974409373506,9.117,54778.849,TRUE,1766.42609239653,1387.51,3670633.42,2091
"casual",18,"Apr",18.8056094100075,10.033,25180.711,TRUE,1919.91328592814,1547.46,2565004.15,1339
"casual",18,"May",20.8324601240585,11.617,94037.7250000002,TRUE,2169.15088085201,1707.57,9776363.01999999,4514
"casual",18,"Jun",34.723662874439,17.2,665374.828000003,TRUE,2417.91059485194,1910.625,46215943.1100003,19162
"casual",18,"Jul",30.4434579401318,13.6,300020.278,TRUE,2170.88534228461,1634.68,21341973.8000001,9855
"casual",18,"Aug",24.5477667595172,12.667,264379.447999999,TRUE,2239.31962239583,1725.62,24077164.5800001,10770
"casual",18,"Sep",31.0200054585153,14.35,369386.224999999,TRUE,2345.07754716981,1819.305,27840760.64,11908
"casual",18,"Oct",15.8184015776264,7.65,44117.5219999999,TRUE,1697.09246137262,1372.46,4723008.31999999,2789
"casual",18,"Nov",16.3279686386315,7.6,22908.14,TRUE,1614.67928520372,1294.81,2258936.32,1403
"casual",18,"Dec",35.8421572052402,8.9165,32831.416,TRUE,1722.988,1387.7,1567919.08,916
"casual",19,"Jan",42.5182335329341,7.6915,71005.45,TRUE,1668.79969332532,1277.26,2775213.88999999,1670
"casual",19,"Feb",35.1160483039349,13.917,129402.638,TRUE,2038.13216076294,1578.64,7479945.02999999,3685
"casual",19,"Mar",23.6883922597573,11.517,72225.9079999999,TRUE,1995.39559171598,1600.435,6069993.39,3049
"casual",19,"Apr",24.0044220072551,11.167,59554.971,TRUE,2159.07222626263,1656.61,5343703.76000001,2481
"casual",19,"May",34.0205458698134,14.825,357487.896,TRUE,2277.44243911756,1767.18,23847099.7800001,10508
"casual",19,"Jun",36.0699702334041,17.517,594974.159000002,TRUE,2342.19410996355,1795.66,38552515.05,16495
"casual",19,"Jul",24.3931435421037,12.183,244199.76,TRUE,2154.12178142514,1656.87,21523984.8400001,10011
"casual",19,"Aug",32.3910129217996,14.183,483792.168999998,TRUE,2316.88820257926,1773.53,34493831.5600002,14936
"casual",19,"Sep",35.8353521206145,11.667,254323.494,TRUE,2131.94266384181,1635.345,15094154.06,7097
"casual",19,"Oct",22.1571368673256,8.367,73982.6800000001,TRUE,1858.02729672967,1463.63,6192804.97999999,3339
"casual",19,"Nov",39.1507020517395,7.55,43887.937,TRUE,1540.9021852518,1256.035,1713483.23,1121
"casual",19,"Dec",13.0300668896321,7.4,11687.97,TRUE,1573.38059151786,1259.485,1409749.01,897
"casual",20,"Jan",16.0967947427293,7.783,28781.069,TRUE,1600.54674327354,1290.285,2855375.39,1788
"casual",20,"Feb",30.4537576716229,10.683,96264.3280000001,TRUE,1906.47224476855,1404.88,6013013.45999999,3161
"casual",20,"Mar",36.3590539528293,17.533,359191.094000001,TRUE,2237.45511875761,1672.78,22043407.8300001,9879
"casual",20,"Apr",20.0785885684861,10.55,38992.619,TRUE,2103.53215686275,1655.69,4076645.32000001,1942
"casual",20,"May",27.4182238685033,13.617,236866.035999999,TRUE,2146.38766446223,1655.83,18499715.28,8639
"casual",20,"Jun",35.3174786986832,15.25,455948.65,TRUE,2192.56424630925,1678.745,28218301.85,12910
"casual",20,"Jul",26.2112507719659,12.6,280119.637000001,TRUE,2164.78033667823,1696.97,23083052.73,10687
"casual",20,"Aug",31.2394655624795,13.3915,380996.522,TRUE,2159.1807684721,1708.55,26270752.4100001,12196
"casual",20,"Sep",26.1505064727505,10.867,163623.719,TRUE,2037.85360403652,1591.92,12722320.05,6257
"casual",20,"Oct",16.5387340425532,8.817,73068.1269999999,TRUE,1909.2913080934,1510.51,8421883.95999999,4418
"casual",20,"Nov",22.7654834307992,7.933,23357.386,TRUE,1720.89692458374,1326.66,1757035.76,1026
"casual",20,"Dec",11.5121845140033,7.275,13975.792,TRUE,1650.63891089109,1300.19,2000574.36,1214
"casual",21,"Jan",20.9720960187354,8.467,44775.425,TRUE,1707.3969793621,1343.74,3640170.36000001,2135
"casual",21,"Feb",23.8129535714286,9.667,66676.27,TRUE,1890.69573576799,1407.25,5280713.19,2800
"casual",21,"Mar",36.9933926605506,16.8,362905.182000001,TRUE,2169.11955783009,1600.99,21192298.0800001,9810
"casual",21,"Apr",32.5377184975195,15.75,229553.604,TRUE,2359.21807637706,1790.26,16618332.13,7055
"casual",21,"May",25.7483044322797,13.183,145812.648,TRUE,2184.10454947778,1721.48,12338006.6,5663
"casual",21,"Jun",33.7276833732839,12.233,309552.678,TRUE,2021.50414287277,1569.76,18478569.37,9178
"casual",21,"Jul",24.2068600585846,12,256181.2,TRUE,2113.5294451283,1651.9,22320984.47,10583
